ts	src	dst	type	ser	irt	seq	expected	data
63125	6001	6002	ACK	181	185	102	88	x''
63172	6001	6002	DAT	182	0	102	88	x'0229f2842872812872812a72452802000000ffff'
63203	6002	6001	DAT	186	182	88	103	x'0229728528728528724555e405a401000000ffff'
63218	6001	6002	DAT	183	186	103	89	x'0229f28228728528025100000000ffff'
63250	6002	6001	ACK	187	183	89	104	x''
63265	6001	6002	DAT	184	0	104	89	x'022972432802000000ffff'
63297	6002	6001	ACK	188	184	89	105	x''
63359	6001	6002	DAT	185	0	105	89	x'0271dd115c00000000ffff'
63390	6002	6001	ACK	189	185	89	106	x''
63468	6001	6002	DAT	186	0	106	89	x'02713d105c00000000ffff'
63484	6002	6001	DAT	190	186	89	107	x'0229728328728328724355e40df10eacca7787a87587a8754755eb0355e40151e40151e481aac8174803000000ffff'
63515	6001	6002	DAT	187	190	107	90	x'0219e10da57da0b42fc4480f88916e10ca1d42810401000000ffff'
63531	6002	6001	ACK	191	187	90	108	x''
63562	6001	6002	DAT	188	0	108	90	x'0219e1893002000000ffff'
63593	6002	6001	DAT	192	188	90	109	x'0229f28428f28428f2445504ea4100000000ffff'
63609	6001	6002	ACK	189	192	109	91	x''
63672	6001	6002	DAT	190	0	109	91	x'0269f18368f18428f2842af2422802000000ffff'
63687	6002	6001	ACK	193	190	91	110	x''
63765	6001	6002	DAT	191	0	110	91	x'0271bd115c00000000ffff'
63797	6002	6001	DAT	194	191	91	111	x'0229f28228f28228f24255e40f55e40d51e40d51e48daa28004803000000ffff'
63812	6001	6002	ACK	192	194	111	92	x''
63875	6001	6002	DAT	193	0	111	92	x'02e9f187d20110bdde10bd5e100aea26061f841e00000000ffff'
63890	6002	6001	ACK	195	193	92	112	x''
63968	6001	6002	DAT	194	0	112	92	x'02717d115c00000000ffff'
64000	6002	6001	ACK	196	194	92	113	x''
64062	6001	6002	DAT	195	0	113	92	x'0271fd105c00000000ffff'
64093	6002	6001	DAT	197	195	92	114	x'0229f28128f28128f24155140855e40b51e40b51e48baa2808aac80fa2c80fa2c80f5551309006000000ffff'
64125	6001	6002	DAT	196	197	114	93	x'02991408a583a07430c4643f88913e10ca1742810401000000ffff'
64140	6002	6001	ACK	198	196	93	115	x''
64172	6001	6002	DAT	197	0	115	93	x'0219e18f3002000000ffff'
64203	6002	6001	DAT	199	197	93	116	x'0229f28728f28728f247551402a401000000ffff'
64218	6001	6002	DAT	198	199	116	94	x'0269098168f18728025100000000ffff'
64250	6002	6001	ACK	200	198	94	117	x''
64265	6001	6002	DAT	199	0	117	94	x'02290a402802000000ffff'
64297	6002	6001	ACK	201	199	94	118	x''
64375	6001	6002	DAT	200	0	118	94	x'027103115c00000000ffff'
64406	6002	6001	DAT	202	200	94	119	x'02290a80280a80280ac09a7042a16a03216a03216a03511581ba2f00000000ffff'
64422	6001	6002	DAT	201	202	119	95	x'02e90985d26110bd8110bd01102a90015e5202000000ffff'
64453	6002	6001	ACK	203	201	95	120	x''
64468	6001	6002	DAT	202	0	120	95	x'02690d426805000000ffff'
64500	6002	6001	DAT	204	202	95	121	x'02290a82280a82280a4255140ea401000000ffff'
64531	6001	6002	DAT	203	204	121	96	x'02690987680982a8055100000000ffff'
64547	6002	6001	ACK	205	203	96	122	x''
64578	6001	6002	DAT	204	0	122	96	x'02290a462802000000ffff'
64593	6002	6001	DAT	206	204	96	123	x'02290a86280a86280a46551401a401000000ffff'
64625	6001	6002	DAT	205	206	123	97	x'02298a80280a8628025100000000ffff'
64656	6002	6001	ACK	207	205	97	124	x''
64672	6001	6002	DAT	206	0	124	97	x'02290a412802000000ffff'
64703	6002	6001	ACK	208	206	97	125	x''
64781	6001	6002	DAT	207	0	125	97	x'027143115c00000000ffff'
64797	6002	6001	DAT	209	207	97	126	x'02290a81280a81280a4155140955140a51140a51148aaa280a4803000000ffff'
64828	6001	6002	DAT	208	209	126	98	x'02e98984d25110bda110bd21100ac403000000ffff'
64859	6002	6001	ACK	210	208	98	127	x''
64875	6001	6002	DAT	209	0	127	98	x'02e90943e801000000ffff'
64906	6002	6001	DAT	211	209	98	128	x'02290a83280a8328025100000000ffff'
64922	6001	6002	DAT	210	211	128	99	x'02aa098348822800000000ffff'
64937	6002	6001	DAT	212	210	99	129	x'4252140da401000000ffff'
64953	6001	6002	DAT	211	212	129	100	x'02e98c862a0a472802000000ffff'
64984	6002	6001	DAT	213	211	100	130	x'02290a87280a8728025100000000ffff'
65015	6001	6002	DAT	212	213	130	101	x'022a0a8728025100000000ffff'
65031	6002	6001	DAT	214	212	101	131	x'42521403a401000000ffff'
65062	6001	6002	DAT	213	214	131	102	x'02298a812a8a402802000000ffff'
65078	6002	6001	DAT	215	213	102	132	x'02298a80288a8028025100000000ffff'
65109	6001	6002	DAT	214	215	132	103	x'022a8a8028025100000000ffff'
65140	6002	6001	DAT	216	214	103	133	x'4252140ba401000000ffff'
65156	6001	6002	DAT	215	216	133	104	x'02298a05d200000000ffff'
65187	6002	6001	ACK	217	215	104	134	x''
65203	6001	6002	DAT	216	0	134	104	x'02298a442802000000ffff'
65218	6002	6001	DAT	218	216	104	135	x'02298a84288a84288a44551407a401000000ffff'
65250	6001	6002	DAT	217	218	135	105	x'0209c74114474214832800000000ffff'
65281	6002	6001	ACK	219	217	105	136	x''
65297	6001	6002	DAT	218	0	136	105	x'02298a422802000000ffff'
65328	6002	6001	DAT	220	218	105	137	x'02298a82288a82288a4255140fa401000000ffff'
65343	6001	6002	ACK	219	220	137	106	x''
65390	6001	6002	DAT	220	0	137	106	x'02298a87288a82288a822a8a462802000000ffff'
65422	6002	6001	DAT	221	220	106	138	x'02298a86288a86288a46559400a401000000ffff'
65453	6001	6002	ACK	221	221	138	107	x''
65500	6001	6002	DAT	222	0	138	107	x'02294a80288a862882393c06a108000000ffff'
65531	6002	6001	DAT	222	222	107	139	x'02298a81288a81288a41559408a401000000ffff'
65547	6001	6002	DAT	223	222	139	108	x'02294a84288a8128025100000000ffff'
65578	6002	6001	ACK	223	223	108	140	x''
65593	6001	6002	DAT	224	0	140	108	x'02298a452802000000ffff'
65625	6002	6001	DAT	224	224	108	141	x'02298a85288a85288a45559404a401000000ffff'
65656	6001	6002	DAT	225	224	141	109	x'02294a82288a8528025100000000ffff'
65672	6002	6001	ACK	225	225	109	142	x''
65703	6001	6002	DAT	226	0	142	109	x'02298a432802000000ffff'
65718	6002	6001	ACK	226	226	109	143	x''
65797	6001	6002	DAT	227	0	143	109	x'0271e3115c00000000ffff'
65828	6002	6001	DAT	227	227	109	144	x'02298a83288a83288a4355940c55140f51140f51148faa28054803000000ffff'
65859	6001	6002	DAT	228	227	144	110	x'02e94986d22910bdf110bd71100ac403000000ffff'
65875	6002	6001	ACK	228	228	110	145	x''
65906	6001	6002	DAT	229	0	145	110	x'02e94940e801000000ffff'
65922	6002	6001	DAT	229	229	110	146	x'02294a80284a80284a4055940aa401000000ffff'
65953	6001	6002	DAT	230	229	146	111	x'02a94d85a84d8028025100000000ffff'
65968	6002	6001	ACK	230	230	111	147	x''
66000	6001	6002	DAT	231	0	147	111	x'02294a442802000000ffff'
66031	6002	6001	ACK	231	231	111	148	x''
66109	6001	6002	DAT	232	0	148	111	x'027193105c00000000ffff'
66125	6002	6001	ACK	232	232	111	149	x''
66203	6001	6002	DAT	233	0	149	111	x'027193115c00000000ffff'
66234	6002	6001	DAT	233	233	111	150	x'02294a84284a84284a44559406559404519404519484aa281daa2819a22819a228195551069006000000ffff'
66250	6001	6002	DAT	234	233	150	112	x'02199106a5d3a17406c4c864889189102a0942810401000000ffff'
66281	6002	6001	ACK	234	234	112	151	x''
66312	6001	6002	DAT	235	0	151	112	x'021991823002000000ffff'
66328	6002	6001	DAT	235	235	112	152	x'02294a81284a81280251c0daf5cba716ed030baf983c17f8d2b429c86d5a0aaade4c200d000000ffff'
66359	6001	6002	DAT	236	235	152	113	x'0269c984684981280251c05aefcba716ed030baf983c17f8d2b429c86d1a4818000000ffff'
66375	6002	6001	ACK	236	236	113	153	x''
66406	6001	6002	DAT	237	0	153	113	x'02e94d45e805000000ffff'
66437	6002	6001	ACK	237	237	113	154	x''
66500	6001	6002	DAT	238	0	154	113	x'0271d3105c00000000ffff'
66531	6002	6001	DAT	238	238	113	155	x'02e94d85e84d85e84d45559405559406519406519486aa281b4803000000ffff'
66562	6001	6002	ACK	239	238	155	114	x''
66609	6001	6002	DAT	240	0	155	114	x'02199505a5b32146a6418c4c855050a732a423f400000000ffff'
66625	6002	6001	DAT	239	240	114	156	x'02294a87284a87284a47559403a401000000ffff'
66640	6001	6002	DAT	241	239	156	115	x'ccdb3f4c13611806f016114e44ac885811b1226245c48a8815114f402c885811b12262cb3f2b22d40a589c181c1818181818181818181c181c1c1c181c3061606020c681c1c1c181c1c1c141aec5c43c038f93792ef9ee2e97bc97fb2ddfddf35ebef4f8cb20be59bfa80c6b6745c8cd697362731835f1cbc3d190e79c27d113b26f8d247bf6b82ddefc89f76aac068e2dd91e0d0d74276e67ef8cd46fe6f43fa5f690d516b2c53b095d5696df3a1f0dbdb2d93eeffd64da477a867a36cbbb46b7ea23837fa5f9c4dc6fda128f9548f346cdce7822de32d8c1e0fa0783ed7f1a5cdc90040653cd6072c30e3004d50c416e4806c3989a618c1b76826152cd30c90d2960985533cc72432a1816d40c0bdc60806151cdb0c80dbbc0b0a26658e1863430acab19d6b961371836d40c1bdc900e062b5f4a1912e1785bc31e30186a06831b32c0e0503338b8612f189c6a06273738c0e05233b8b8611f18dc6a0637376482c1a366f070c37e3078d50c5e6ec80283a96630b9e100187c6a061f376483c1af66f073c3413004d40c016e708221a8'
66640	6001	6002	DAT	242	0	157	115	x'660872c3213084d50c616ec8014344cd10e186c36088a91962dc900b863135c318371c01c31b35c31b6ec803c3b89a619c1b8e826142cd30c10d2e304caa1926b9e11818a6d40c53dc900f866935c334371c07c38c9a61861b0ac030ab6698e5861360985333cc71432118e6d50cf3dc70120c6fd50c6fb9c10d860535c302379c02c33b35c33b6e2802c37b35c37b6e380d860f6a860fdc500c864535c322379c01c34735c3476e2801c3929a61891bce826159cdb0cc0d1e30aca81956b8e11c1856d50cabdc500a863535c31a379c07c31735c3176e2803c3ba9a619d1b2e80e1ab9ae12b379483e19b9ae11b375c04c37735c3776ef0826143cdb0c10d97c0f043cdf0831b2ac0f053cdf0931b2e83e1979ae117375482c15afa2265482cd4d9d670050c496a86246ea80243b29a21991bae822145cd90c20d26180c3583c10dd7c090a66648e3866a30a4ab19d2b9a1060c196a860c6ea8058343cde0e086eb60c854336472431d18b2d40c59dc70030cd96a866c6ef081c1a9667072433d1872d40c39dcd000865c35432e37dc04439e9a218f1b1ac1e05233b8b8e11618f2d50cf9dcd004860235430137dc0643a19aa1901bfc6070ab19dcdc70070c456a86226e680643b19aa1981bee82a144cd50c20d2d60f0a8193cdc700f0ca56a86526e680543999aa18c1bee83a15ccd'
66672	6002	6001	ACK	240	242	115	158	x''
66672	6001	6002	DAT	243	0	158	115	x'50ce0d013078d50c5e6e7800860a35430537b481a152cd50c90d0fc150a566a8e2867630986a06931b1e81a15acd50cd0d1d60a85533d472c36330d4a919eab82108069f9ac1c70d213034a8191ab8a1130c8d6a86466ee80243939aa1891bbac1e05733f8b9a1070ccd6a86666ee805438b9aa1851b9e80a155cdd0ca0d613004d40c016e780a863635431b37f481a15dcdd0ce0dcfc0d0a166e8e0867e3004d50c416e780e864e354327370c80a15bcdd0cd0d8360e85533f47243040c613543981b5e80a14fcdd0c70d5130f4ab19fab9e1251806d40c03dc300486889a21c20dc36088aa19a2dc3002862135c31037bc02c3889a61841b626088a91962dc300a86d76a86d7db184a0d9bddfa682d4b8de7d1f389c36f01000000ffff'
66687	6002	6001	ACK	241	243	115	159	x''
66703	6001	6002	DAT	244	0	159	115	x'028a82bb760cec60e702000000ffff'
66734	6002	6001	DAT	242	244	115	160	x'0229ca8028ca8028ca4055041a9800000000ffff'
66765	6001	6002	DAT	245	242	160	116	x'0229ca8528ca8028025100000000ffff'
66781	6002	6001	ACK	243	245	116	161	x''
66828	6001	6002	DAT	246	0	161	116	x'0229ca442802000000ffff'
66843	6002	6001	DAT	244	246	116	162	x'0229ca8428ca8428ca4455041a1800000000ffff'
66875	6001	6002	ACK	247	244	162	117	x''
66937	6001	6002	DAT	248	0	162	117	x'0229ca8328ca8428ca842aca422802000000ffff'
66968	6002	6001	ACK	245	248	117	163	x''
67015	6002	6001	DAT	246	0	117	163	x'0229ca8228ca8228ca4255940fa401000000ffff'
67047	6001	6002	DAT	249	246	163	118	x'0271b351f5e443f46441f4802800000000ffff'
67062	6002	6001	DAT	247	249	118	164	x'0229ca8628ca8628025100000000ffff'
67093	6001	6002	DAT	250	247	164	119	x'02f2b2213c1005000000ffff'
67109	6002	6001	DAT	248	250	119	165	x'42525400a401000000ffff'
67125	6001	6002	DAT	251	248	165	120	x'0269c941d5026a5500000000ffff'
67156	6002	6001	DAT	249	251	120	166	x'0229ca8128ca8128025100000000ffff'
67187	6001	6002	ACK	252	249	166	121	x''
67218	6002	6001	DAT	250	0	121	166	x'42525408a401000000ffff'
67234	6001	6002	ACK	253	250	166	122	x''
67328	6002	6001	DAT	251	0	122	166	x'42e282462b00000000ffff'
67328	6001	6002	DAT	254	251	166	123	x'022aca8128ca812aca4555540815ce431506d58400000000ffff'
67359	6002	6001	DAT	252	254	123	167	x'02e98139350fa2370fa2371742817800000000ffff'
67375	6001	6002	DAT	255	252	167	124	x'02eacd83e8cd8550201e000000ffff'
67406	6002	6001	ACK	253	255	124	168	x''
67453	6002	6001	DAT	254	0	124	168	x'42d2530ca401000000ffff'
67468	6001	6002	DAT	256	254	168	125	x'02a9cd47550baa7100000000ffff'
67500	6002	6001	DAT	255	256	125	169	x'02a9cd87a8cd8728025100000000ffff'
67531	6001	6002	DAT	257	255	169	126	x'02aacd8728025100000000ffff'
67547	6002	6001	ACK	256	257	126	170	x''
67578	6001	6002	DAT	258	0	170	126	x'02292a402802000000ffff'
67593	6002	6001	DAT	257	258	126	171	x'425254025554005154005104a200000000ffff'
67625	6001	6002	DAT	259	257	171	127	x'02292a81282a8028025196ec0c62400a000000ffff'
67640	6002	6001	DAT	258	259	127	172	x'4252540aa401000000ffff'
67672	6001	6002	DAT	260	258	172	128	x'02499642f51422f400000000ffff'
67703	6002	6001	DAT	259	260	128	173	x'02292a84282a8428025100000000ffff'
67718	6001	6002	DAT	261	259	173	129	x'02aa2d84a8055100000000ffff'
67750	6002	6001	ACK	260	261	129	174	x''
67781	6001	6002	DAT	262	0	174	129	x'024916212401000000ffff'
67797	6002	6001	ACK	261	262	129	175	x''
67859	6002	6001	DAT	262	0	129	175	x'42525406555404515404515484aaa81c4803000000ffff'
67875	6001	6002	DAT	263	262	175	130	x'02718b51cd2f83d2e510bd4510bd200a000000ffff'
67906	6002	6001	DAT	263	263	130	176	x'02292a86282a8628025100000000ffff'
67922	6001	6002	DAT	264	263	176	131	x'02f28a213c1005000000ffff'
67953	6002	6001	DAT	264	264	131	177	x'4252041acb01000000ffff'
67968	6001	6002	DAT	265	264	177	132	x'02a9a9801a51823002000000ffff'
68000	6002	6001	DAT	265	265	132	178	x'02292a81282a81280251d04a0b000000ffff'
68031	6001	6002	DAT	266	265	178	133	x'022a2a81282a81384d044801000000ffff'
68047	6002	6001	DAT	266	266	133	179	x'42525b09a401000000ffff'
68078	6001	6002	DAT	267	266	179	134	x'02a9ad84aa2d45a805000000ffff'
68093	6002	6001	DAT	267	267	134	180	x'02a92d85a82d85a8055100000000ffff'
68125	6001	6002	ACK	268	267	180	135	x''
68172	6002	6001	DAT	268	0	135	180	x'42525405a401000000ffff'
68187	6001	6002	DAT	269	268	180	136	x'02aa2d85a885b9bb0cd52d55401a000000ffff'
68203	6002	6001	ACK	269	269	136	181	x''
68265	6002	6001	DAT	270	0	136	181	x'02292a83282a83282a4355540da401000000ffff'
68281	6001	6002	DAT	270	270	181	137	x'020997a30a5743f49641f4822800000000ffff'
68312	6002	6001	DAT	271	270	137	182	x'02292a87282a8728025100000000ffff'
68343	6001	6002	DAT	271	271	182	138	x'02f2ca213c1005000000ffff'
68359	6002	6001	DAT	272	271	138	183	x'42525403a401000000ffff'
68390	6001	6002	DAT	272	272	183	139	x'02a9a9816aad406805000000ffff'
68422	6002	6001	DAT	273	272	139	184	x'0229aa8028aa8028aa80380dd4a306000000ffff'
68437	6001	6002	DAT	273	273	184	140	x'022aaa8028025100000000ffff'
68468	6002	6001	DAT	274	273	140	185	x'42525b0ba401000000ffff'
68484	6001	6002	DAT	274	274	185	141	x'0229aa852aaa442802000000ffff'
68515	6002	6001	DAT	275	274	141	186	x'02a9ad84a8ad84a8055100000000ffff'
68531	6001	6002	DAT	275	275	186	142	x'022aaa8428aa84b85f184801000000ffff'
68562	6002	6001	DAT	276	275	142	187	x'42525407a401000000ffff'
68593	6001	6002	DAT	276	276	187	143	x'02a9ad83aaad42a805000000ffff'
68609	6002	6001	ACK	277	276	143	188	x''
68672	6002	6001	DAT	278	0	143	188	x'0229aa8228aa8228aa4255540fa401000000ffff'
68687	6001	6002	DAT	277	278	188	144	x'0271ab519d560f31a20a62048802000000ffff'
68718	6002	6001	DAT	279	277	144	189	x'0229aa8628aa8628025100000000ffff'
68734	6001	6002	DAT	278	279	189	145	x'02f2aa213c1005000000ffff'
68765	6002	6001	DAT	280	278	145	190	x'4252d400a401000000ffff'
68797	6001	6002	DAT	279	280	190	146	x'02a969806aad416805000000ffff'
68812	6002	6001	DAT	281	279	146	191	x'0229aa8128aa8128025100000000ffff'
68843	6001	6002	DAT	280	281	191	147	x'022aaa8128025100000000ffff'
68859	6002	6001	ACK	282	280	147	192	x''
68890	6001	6002	DAT	281	0	192	147	x'0249d6222401000000ffff'
68922	6002	6001	DAT	283	281	147	193	x'4252d40855540b51540b5104a200000000ffff'
68937	6001	6002	DAT	282	283	193	148	x'02e9698428aa8528025100000000ffff'
68968	6002	6001	ACK	284	282	148	194	x''
69000	6001	6002	DAT	283	0	194	148	x'0229aa432802000000ffff'
69015	6002	6001	ACK	285	283	148	195	x''
69078	6002	6001	DAT	286	0	148	195	x'4252d404555407515407515487aaa8194803000000ffff'
69093	6001	6002	ACK	284	286	195	149	x''
69172	6002	6001	DAT	287	0	149	195	x'42e2b6006900000000ffff'
69203	6001	6002	ACK	285	287	195	150	x''
69281	6002	6001	DAT	288	0	150	195	x'42e2b6026900000000ffff'
69297	6001	6002	DAT	286	288	195	151	x'0271eb51f53441e96688de3a885e983f1a5015b740851b51855b8134000000ffff'
69328	6002	6001	DAT	289	286	151	196	x'0219017339cc718d10231b2146d643a80608051204000000ffff'
69343	6001	6002	ACK	287	289	196	152	x''
69390	6001	6002	DAT	288	0	196	152	x'02ea6d84e8ad87500d10aa11aaa509a105000000ffff'
69422	6002	6001	DAT	290	288	152	197	x'02a96982a8698288822800000000ffff'
69453	6001	6002	DAT	289	290	197	153	x'022a6d8248822800000000ffff'
69468	6002	6001	ACK	291	289	153	198	x''
69500	6001	6002	DAT	290	0	198	153	x'024936232401000000ffff'
69515	6002	6001	DAT	292	290	153	199	x'4232b80daaa819a2a819a2084401000000ffff'
69547	6001	6002	DAT	291	292	199	154	x'0299d70651d40c5104a200000000ffff'
69562	6002	6001	ACK	293	291	154	200	x''
69593	6001	6002	DAT	292	0	200	154	x'ccdb4d48546118c571111191d0f17b14914144444444444444061311111111111171e9d2a5d0d754565656535959594d65656535959595d554565656535959594d65e1c2850b172e5cc4d885ba878b677bf6cfe2fdbd8bffee048f3aff1d19910bfedcff91f339ffd6245a2572c10761e4a2cda15e0586e03241cab0349558deb01a0c0e3583831bd680c1a9667072c35a30b4aa195ab9611d185c86c1a6627059186c66830b0c6e35839b1bd683c1a366f070c3063078d50c5e6ed808069f9ac1c70d9d60f0ab19fcdcb0090c013543801b3683614ecd30c70d5bc0105c414a19966699cb1bbac010a16688e086ad60b01986181583cdc21063366c03835dcd60e786ed6070a8191cdcd00d862c35431637ec00439e9a218f1b7682a148cd50c40dbbc0e0543338b9c10d864a35432537ec0643ad9aa1961bf680a151cdd0c80d7bc1d06a1862550cad168658b3a1070c6d6a86366ed807867635433b37ec0743879aa1831b0e80c1a5667071432f183ad50c9ddc70100c5d6a862e6e3804866e354337371c06835bcde0e6863e30f4a8197ab8e108187a0d439c8aa1d7c21067361c05439f9aa18f1b8e81c1a366f07083070cfd6a867e6e380e860135c300379c00c3a09a61901b4e82c1ab66f072433f1886d40c43dc700a0cc36a86616e380d861135c308379c0183cf30c4ab187c'
69593	6001	6002	DAT	293	0	201	154	x'168678b361000ca36a86516e380b863135c318379c03c3b89a619c1bce83c1af66f073c3201826d40c13dc70010c936a86496eb808862935c314375c024340cd10e0062f18a6d50cd3dc70190c33862141c530636148301bae806156cd30cb0d57c130a76698e3862130ccab19e6b9e11a1816d40c0bdc701d0c8b6a86456eb8018690956286108b610e1886c110aa6608e5869b600853338471c32d3084ab19c2b9e13618220c43a28a21c2c29068368c802152cd10c90d77c0b042cdb0821bee82214acd10c50df7c0605333d8b8c107865835432c37dc0743bc9a219e1b1e802151cd90c80d0fc1605733d8b961140c29862149c590626148321b1e812155cd90ca0d8fc190a66648e386276070a8191cdc3006867435433a373c0543869a21831b9e812153cd90c90dcfc190a566c8e286713064ab19b2b9e1051872d40c39dcf0120cb986c1ae62c8b530d8cd865760c85333e471831f0cf96a867c6e780d860235430137bc0143a19aa1901bde82a148cd50c40d13602856331473c33b3094a8194ab8e13d184ad50ca5dcf0010c4e3583931b26c150661892550c65168664b3e12318cad50ce5dcf0090c156a860a6ef80c864a354325374c81a14acd50c50d5fc050ad66a8e686af60a85133d470c33730d4aa196ab92100863a35431d377c0743bd9aa19e1b7e80a1c130a4a8'
69609	6002	6001	ACK	294	293	154	202	x''
69625	6001	6002	DAT	294	0	202	154	x'181a2c0c2966c34f3034aa191ab9611a0c4d6a86266ef805866635433337fc06438b9aa16519c31f01000000ffff'
69656	6002	6001	ACK	295	294	154	203	x''
69703	6001	6002	DAT	295	0	203	154	x'32e26060680531d8c10e03000000ffff'
69718	6002	6001	ACK	296	295	154	204	x''
69812	6001	6002	DAT	296	0	204	154	x'0271db105c00000000ffff'
69828	6002	6001	ACK	297	296	154	205	x''
69922	6001	6002	DAT	297	0	205	154	x'0271db115c00000000ffff'
69937	6002	6001	DAT	298	297	154	206	x'5cce390e002010c3c0cf6fc2f16a849c82a51fc97ed0082a5081bec519249040ea68051964903bda41377b000000ffff'
69968	6001	6002	DAT	298	298	206	155	x'027219dba1740794ee84d25d40da841dacda989da10542b542a83608059203000000ffff'
69984	6002	6001	DAT	299	298	155	207	x'022a6a8728025100000000ffff'
70015	6001	6002	ACK	299	299	207	156	x''
70031	6002	6001	DAT	300	0	156	207	x'4252d40da401000000ffff'
70062	6001	6002	ACK	300	300	207	157	x''
70140	6002	6001	DAT	301	0	157	207	x'42e2f6006900000000ffff'
70140	6001	6002	DAT	301	301	207	158	x'0299d8816a623754b81355b8074803000000ffff'
70172	6002	6001	ACK	302	301	158	208	x''
70234	6002	6001	DAT	303	0	158	208	x'02e981b9a213a2b713a2b7034275a2eae905d200000000ffff'
70250	6001	6002	DAT	302	303	208	159	x'020977a10af742ece98418d901a1403c00000000ffff'
70265	6002	6001	DAT	304	302	159	209	x'02a9ed82a8ed8228025100000000ffff'
70297	6001	6002	DAT	303	304	209	160	x'020a76417820ca929d41084801000000ffff'
70312	6002	6001	DAT	305	303	160	210	x'4252d407a401000000ffff'
70343	6001	6002	ACK	304	305	210	161	x''
70390	6001	6002	DAT	305	0	210	161	x'ccd64f4c54571805f04781520a9452a0940245ca9f61981998616618863f85790f4a2950a4408d51a3468d316aac51772e8c0b17369d50172e5c18e3c2850b635c18e3c21017c6b830c685312e0c7161296d29a52da5b4b515b82ff69ede976f7bf6dfbd39bf9c9b2f77f5445a5df4d5ab8b5473df4273c754730d2ccd1d3334d7a0bfbe59301c61331c910ddf81e1309be1b06c9803c32165f0b1180e190c3eddf03d180eb2190eca861fc0b09fcdb05f36fc08867d6c867db2611e0c7bd90c7b65c34f60d8c366d8231b16c0b04b191a590cbb0c8646ddf0331876b21976ca8645306c67336c970dbf80611b9b619b6cf8150c5bd80c5b64c36f60d8ec58bd5fbf1cf6b31836bb86b558eb06bf6e5802c326c75aa0326c720d0b9e86dfc130e9585fa6990c93ae612d96d1b00c8671c79aa6328cbb86694fc31f601873ac07548631d7f0c0d3b0028651c79aa2328cba86294fc39f601871ac99d5e12616c3886b98796568d20d7f816148f540631832f40086bfc130a8762b8d61d0b05bc1f0020c038e15a6320cb886b0a7e11f30f4abbf068da1dff0d700c36aaaff1a1c3683231b32c0905286008b2165300474c36b60e86133f4c8864c3074b319ba654316183ad90c9db2211b0c4936435236bc0e86843204590c098321a81b72c0106733c465c31b6088b219a2b221170c1136'
70390	6001	6002	DAT	306	0	211	161	x'434436bc09861636438b6cc8034388cd10920df96008284388c510301842baa1000c7e36835f36bc05061f9bc1271b0ac150cf66a8970d6f83a196cd502b1b8ac050a30ccd2c861a83a15937bc03866a3643b56c280643159ba14a369480a182cd50211b4ac150ce6628970def82a18ccd50261bcac050aa0c2d2c865283a14537bc0786623643b16c280743119ba14836bc0f86423643a16ca80043019ba140365482214f19c22c863c8321ac1baac090cb66c8950d1f802187cd90231baac190cd66c8960d1bc090c966c8940d3560c8603364c8860fc1f0c25e1f8eb0185603a121a21b6ac1b0c26658910d75605862332cc9867a302cb2191665430318e6d90cf3b2c107863936c39c6c6804c373656865313c37185a75831f0ccfd80ccf644313189eb2199eca8600189eb0199ec88620181eb1191ec98610181e2a4394c5f0d06088ea866630dc6733dc970d2d60b8c766b8271bc260b8c366b8231b2260b8cd66b82d1b5ac1708bcd704b3644c1705319622c869b06434c37c4c0709dcd705d36c4c1708dcd704d36b481e10a9be18a6c4880e1329be1b26c6807c3256588b3182e190c71dd9004c34536c345d9d00186f36c86f3b2a1130ce7d80ce764431718ceda562f95e1ac6be8f5347483e18c6ded483319ceb8861d692fc3476048dbd6c6a997c36d2c86b46b588bb56e'
70406	6002	6001	DAT	306	306	161	212	x'0229ea8628ea8628025100000000ffff'
